"","V_bh","V_daily"
"580",956730.543271593,958237.689682539
"581",955280.12775321,956628.248888888
"582",960703.390373646,962621.814603174
"583",960839.208271914,962764.042539682
"584",961888.312076737,963910.61047619
"585",960389.828879062,962257.566031745
"586",966101.497575253,968536.250158729
"587",968929.105513897,971621.452380952
"588",965075.306030892,967413.885714285
"589",962567.401568075,964661.17031746
"590",963039.693221389,965172.753809523
"591",962310.292892392,964365.173174602
"592",962542.246149245,964612.96079365
"593",964072.026746993,966286.316349206
"594",963775.235531628,965953.965396825
"595",963238.105919802,965357.808571428
"596",963181.653100899,965288.847936507
"597",961154.425431007,963055.879365078
"598",959752.077591916,961505.363492062
"599",961714.467303296,963661.384126983
"600",959158.495161187,960842.364126983
"601",955593.101753936,956900.753015872
"602",954623.363028477,955818.53111111
"603",952836.473755047,953828.189523808
"604",953549.103804824,954612.468571428
"605",949887.575038988,950536.81142857
"606",949110.107030699,949660.915555554
"607",945160.172189109,945240.597936507
"608",945920.869918178,946085.625714284
"609",946056.687816445,946229.235238094
"610",944894.678373817,944917.552698411
"611",945799.579140764,945924.954603173
"612",949011.728513747,949519.468253967
"613",950301.170715034,950952.376825396
"614",950340.853254716,950988.36095238
"615",950957.347945908,951668.137142856
"616",949410.79706894,949934.677142856
"617",944595.644000086,944544.893650792
"618",940645.709158495,940096.133809522
"619",941262.203849687,940783.169365078
"620",945243.43609135,945268.068730158
"621",943072.00538358,942819.814761904
"622",942631.011130338,942313.965555554
"623",945122.145313935,945112.772539681
"624",942373.902454656,942014.762698411
"625",947316.488282168,947579.793809523
"626",945289.260612275,945297.91126984
"627",942060.340960072,941659.60142857
"628",940561.857762396,939959.516666665
"629",940745.743339956,940158.090476189
"630",937372.620649875,936335.482222221
"631",939719.551795595,938990.223174602
"632",937596.188767117,936576.807301586
"633",936145.773248734,934920.836190475
"634",938252.365997992,937306.533650793
"635",935888.664573052,934615.446349205
"636",935351.534961225,933994.467936507
"637",938179.14289987,937204.085714285
"638",939660.855818326,938875.982539682
"639",935518.650259565,934174.292857142
"640",936519.686385097,935304.17063492
"641",936222.895169732,934956.798095237
"642",935926.103954368,934609.199682539
"643",937071.343117777,935903.045396824
"644",934899.912410007,933424.478730158
"645",928883.067358841,926554.916825396
"646",932191.35209041,930344.173015872
"647",931606.154799291,929664.414126983
"648",935395.116323784,933992.62142857
"649",932502.670426627,930685.677460317
"650",930523.510436027,928411.216507936
"651",931716.817278728,929769.368253967
"652",930987.416949732,928923.647619047
"653",931171.302527292,929123.995238094
"654",930730.30827405,928608.042857142
"655",928943.41900062,926548.126666666
"656",929223.439936764,926859.37111111
"657",928782.445683522,926341.923492062
"658",930600.632357025,928422.219999999
"659",928525.33700784,926030.187936507
"660",925344.485034929,922359.338571427
"661",938410.508662864,937442.746349205
"662",938594.394240424,937642.067619046
"663",939018.618214446,938114.616825396
"664",938241.150206157,937221.271904761
"665",935396.771988293,933975.797301586
"666",932600.461449721,930773.075714285
"667",932063.331837894,930147.315079364
"668",931285.863829606,929245.492698411
"669",931710.087803628,929721.868571427
"670",929730.927813027,927440.600317459
"671",928953.459804738,926535.614761903
"672",928175.991796449,925629.739523808
"673",926725.576278066,923947.204603173
"674",927438.206327843,924759.146190475
"675",926804.941357431,924017.539523808
"676",925450.661197633,922442.55111111
"677",922990.824414108,919585.569206348
"678",920723.258347754,916942.276190475
"679",921435.88839753,917760.099999999
"680",919793.202161977,915837.805555555
"681",920265.493815292,916376.551746031
"682",918718.942938324,914563.043809523
"683",918614.422440129,914429.112380951
"684",917788.886752548,913453.193015872
"685",919366.735029588,915285.653968253
"686",917003.033604649,912515.598412697
"687",918196.34044735,913900.171746031
"688",918476.361383495,914215.46063492
"689",915776.186203508,911048.737460317
"690",918796.064859322,914577.335238094
"691",920373.913136363,916408.539999999
"692",916952.722766989,912408.128253967
"693",913964.141511248,908895.545714285
"694",914532.568523147,909551.448253967
"695",915149.063214339,910263.414603174
"696",917303.723642889,912781.004761904
"697",915805.240445214,911014.050158729
"698",918296.374628811,913924.704126983
"699",917951.515734154,913509.22126984
"700",920442.649917751,916412.822539682
"701",923318.325535688,919756.576984126
"702",924367.429340511,920964.838412697
"703",924599.382597364,921222.729523808
"704",927234.719818838,924271.088571428
"705",928331.891302955,925529.678730158
"706",927842.82937042,924953.296507935
"707",929516.813006046,926878.110476189
"708",929700.698583606,927079.375873015
"709",928682.892178854,925893.64126984
"710",927905.424170566,924984.069047618
"711",929771.678523361,927131.995079364
"712",930099.767138798,927499.760476189
"713",932542.833643103,930308.093809522
"714",933351.599051465,931227.830317459
"715",930651.423871478,928113.548571427
"716",933094.490375782,930920.397777777
"717",931355.668781645,928909.990158729
"718",925194.620692602,921796.973174602
"719",925859.183063086,922557.496349205
"720",929888.482984042,927223.523333332
"721",932571.887884808,930311.924920634
"722",931265.675404303,928797.317619047
"723",932218.643850542,929885.534761904
"724",929566.536349847,926819.151587301
"725",930904.046230426,928354.319365078
"726",933731.65416907,931606.992698412
"727",932185.103292102,929817.375079364
"728",932561.259586832,930240.056031745
"729",931591.520861373,929111.972857142
"730",931535.06804247,929035.922063491
"731",930709.532354889,928072.483333332
"732",927576.74806127,924442.964920634
"733",927472.227563075,924310.411587301
"734",927175.436347711,923954.750317459
"735",925148.208677818,921590.853174602
"736",921534.747591275,917374.72079365
"737",921141.821017326,916903.399682539
"738",919210.728706018,914632.342698412
"739",922230.607361832,918161.568412697
"740",923712.320280288,919880.78111111
"741",929568.192014356,926698.517301586
"742",929992.415988378,927178.447460316
"743",929166.880300797,926211.853492062
"744",927091.584951612,923796.199841269
"745",929678.854493794,926790.33095238
"746",928564.912730458,925489.213174602
"747",927691.309363584,924464.629841269
"748",928019.397979021,924834.116825396
"749",927145.794612147,923808.559682539
"750",926608.66500032,923172.834920634
"751",924052.692858211,920188.806349205
"752",928851.075647846,925776.176666665
"753",926775.780298661,923357.403333332
"754",926623.192121173,923168.334761904
"755",925316.979640667,921637.138253967
"756",924972.12074601,921223.478253967
"757",928616.879232626,925461.712380951
"758",924811.147428913,921032.355238094
"759",924466.288534256,920618.263492062
"760",921189.30120276,916781.815873015
"761",922190.337328292,917942.925396824
"762",922614.561302314,918427.514603174
"763",925297.966203081,921555.629682539
"764",926058.66393215,922431.005873015
"765",926242.54950971,922633.573809523
"766",926282.232049392,922668.089682539
"767",930503.802687517,927575.467619047
"768",931504.838813049,928724.558095237
"769",931015.776880514,928147.138253967
"770",933218.504988357,930687.894603174
"771",932825.578414408,930222.746190475
"772",931086.75682027,928201.063968253
"773",930501.55952915,927511.67031746
"774",930348.971351663,927323.344920634
"775",928610.149757525,925294.891587301
"776",927400.072635604,923876.338888888
"777",924459.559059155,920440.110634919
"778",923489.820333697,919294.517460316
"779",924010.179666304,919891.574603174
"780",924434.403640326,920375.867619047
"781",924522.153859301,920466.466507936
"782",927349.761797945,923761.035396824
"783",926764.564506826,923067.413333332
"784",926419.705612169,922653.417460316
"785",928526.298361426,925099.755714284
"786",928902.454656156,925525.96126984
"787",930095.761498857,926902.604761904
"788",924655.728599201,920570.323809523
"789",923685.989873742,919423.656825396
"790",919351.513597812,914333.780158729
"791",913959.548377449,907968.725079364
"792",910634.49336666,904009.821904761
"793",918797.613706766,913725.577936507
"794",921000.341814608,916310.739047618
"795",920751.618278536,916005.697460316
"796",920550.962421756,915757.087936507
"797",920830.983357901,916074.162539681
"798",922649.170031404,918201.065079364
"799",924371.221346322,920210.726984126
"800",928208.250550108,924694.340317459
"801",930218.707940781,927026.890317459
"802",931412.014783482,928403.317619046
"803",935921.991497362,933631.072539681
"804",935961.674037044,933665.897936507
"805",939894.838599415,938198.653333332
